disbursement_id,project_id,paid_on,amount_usd,category
710,44,2019-12-06,34254.40,grants
711,22,2019-12-11,32710.21,personnel
712,37,2019-12-11,45679.56,equipment
713,33,2019-12-12,36532.53,grants
714,38,2019-12-13,56949.81,equipment
715,41,2019-12-15,86480.89,personnel
716,44,2019-12-22,13768.28,training
717,44,2019-12-23,55196.87,personnel
718,40,2019-12-24,33209.86,training
719,39,2019-12-28,57446.30,grants
720,46,2020-01-02,33939.39,training
721,42,2020-01-09,12204.55,grants
722,40,2020-01-10,79939.06,travel
723,37,2020-01-11,17622.35,equipment
724,38,2020-01-15,30993.89,travel
725,45,2020-01-18,46700.58,grants
726,38,2020-01-25,14637.93,consultancy
727,46,2020-01-28,39122.92,consultancy
728,44,2020-02-13,33626.51,personnel
729,41,2020-02-22,48868.74,training
730,40,2020-02-25,21174.83,consultancy
731,47,2020-03-05,51195.12,equipment
732,33,2020-03-16,30537.88,grants
733,38,2020-03-18,35468.52,training
734,38,2020-03-20,49078.33,grants
735,33,2020-03-21,15633.07,personnel
736,46,2020-03-26,42033.46,travel
737,38,2020-04-03,46546.30,consultancy
738,46,2020-04-03,50351.58,grants
739,41,2020-04-05,24850.57,personnel
740,39,2020-04-09,22071.08,grants
741,44,2020-04-09,54411.38,personnel
742,36,2020-04-12,47575.97,grants
743,38,2020-04-14,18418.10,equipment
744,39,2020-04-14,56012.31,personnel
745,41,2020-04-17,27391.63,personnel
746,48,2020-04-20,69319.06,equipment
747,49,2020-04-24,67116.40,grants
748,41,2020-04-25,20690.69,personnel
749,41,2020-04-25,34483.02,personnel
750,44,2020-05-01,67288.57,consultancy
751,38,2020-05-07,62470.40,equipment
752,21,2020-05-09,40688.07,personnel
753,42,2020-05-09,39050.91,equipment
754,46,2020-05-17,30878.53,personnel
755,43,2020-05-20,83276.02,consultancy
756,38,2020-05-23,40434.48,personnel
757,44,2020-05-27,22579.27,grants
758,42,2020-06-05,39892.21,grants
759,45,2020-06-09,44107.91,travel
760,33,2020-06-14,12368.88,grants
761,42,2020-06-14,13918.26,equipment
762,36,2020-06-15,31550.08,personnel
763,44,2020-07-13,24912.96,travel
764,43,2020-07-20,31970.45,training
765,39,2020-07-28,63394.51,travel
766,46,2020-07-29,17082.04,consultancy
767,44,2020-08-13,67000.95,equipment
768,47,2020-08-21,17592.84,grants
769,41,2020-08-24,37433.09,equipment
770,44,2020-09-20,32542.24,consultancy
771,43,2020-09-26,26513.51,grants
772,42,2020-09-29,30028.65,training
773,42,2020-10-02,29324.02,personnel
774,50,2020-10-04,39540.30,equipment
775,45,2020-10-08,31170.00,travel
776,42,2020-10-11,29970.19,equipment
777,42,2020-10-11,52081.34,personnel
778,33,2020-10-12,50058.58,consultancy
779,49,2020-10-17,69724.69,consultancy
780,47,2020-10-19,54174.52,personnel
781,33,2020-10-20,61129.28,personnel
782,48,2020-10-26,30424.58,equipment
783,50,2020-10-31,66796.40,personnel
784,33,2020-11-07,23041.08,personnel
785,44,2020-11-07,42518.94,training
786,52,2020-11-08,65936.58,personnel
787,48,2020-11-09,44986.51,training
788,39,2020-11-16,14482.77,grants
789,33,2020-11-17,62694.26,personnel
790,47,2020-11-17,43452.37,personnel
791,45,2020-11-22,69537.42,personnel
792,39,2020-11-23,24805.50,grants
793,52,2020-11-25,43418.48,travel
794,42,2020-11-30,16684.76,personnel
795,53,2020-12-01,22972.94,travel
796,45,2020-12-02,34546.87,equipment
797,45,2020-12-10,41338.70,travel
798,50,2020-12-11,60560.09,grants
799,45,2020-12-13,52293.17,grants
800,39,2020-12-15,57100.04,grants
801,33,2020-12-19,45817.19,personnel
802,49,2020-12-19,14435.05,travel
803,33,2020-12-20,43660.60,personnel
804,51,2020-12-21,76889.79,personnel
805,50,2020-12-22,71568.61,consultancy
806,52,2020-12-22,23134.32,personnel
807,44,2020-12-26,29649.64,travel
808,39,2021-01-02,55427.53,equipment
809,48,2021-01-05,28045.54,consultancy
810,45,2021-01-06,46665.49,travel
811,53,2021-01-19,44066.15,personnel
812,36,2021-01-20,80922.27,training
813,33,2021-01-29,62814.71,grants
814,50,2021-01-31,20413.28,personnel
815,33,2021-02-02,33278.09,personnel
816,50,2021-02-16,25123.32,personnel
817,33,2021-02-19,23858.36,grants
818,36,2021-02-19,43757.43,personnel
819,50,2021-02-20,36008.29,equipment
820,47,2021-02-22,54381.98,grants
821,51,2021-02-23,50599.88,personnel
822,47,2021-02-24,74458.63,equipment
823,51,2021-02-25,36611.07,travel
824,51,2021-02-26,46305.11,grants
825,54,2021-02-28,77440.51,personnel
826,51,2021-03-01,49540.96,consultancy
827,45,2021-03-05,33385.38,consultancy
828,43,2021-03-09,89882.45,personnel
829,45,2021-03-09,62691.74,personnel
830,44,2021-03-10,57004.91,equipment
831,50,2021-03-10,26543.24,equipment
832,50,2021-03-11,58507.25,equipment
833,33,2021-03-19,38336.05,grants
834,42,2021-03-19,43009.12,consultancy
835,42,2021-03-19,43009.12,consultancy
836,50,2021-03-26,56952.10,equipment
837,50,2021-03-26,45738.16,personnel
838,49,2021-03-27,46155.41,grants
839,52,2021-03-29,22593.39,training
840,46,2021-03-31,60950.59,personnel
841,50,2021-04-02,71995.42,travel
842,50,2021-04-06,62067.23,equipment
843,42,2021-04-07,63515.38,training
844,50,2021-04-08,34926.36,consultancy
845,50,2021-04-09,19205.78,personnel
846,39,2021-04-12,25246.05,travel
847,53,2021-04-12,27447.51,travel
848,33,2021-04-14,48761.35,personnel
849,53,2021-04-14,41921.79,personnel
850,54,2021-04-14,69753.79,training
851,52,2021-04-16,85707.95,consultancy
852,44,2021-04-26,66580.39,personnel
853,54,2021-04-28,70559.83,travel
854,33,2021-04-30,27553.03,personnel
855,33,2021-05-03,53390.96,grants
856,50,2021-05-07,48082.92,consultancy
857,45,2021-05-17,37291.24,equipment
858,50,2021-05-23,18744.76,grants
859,33,2021-05-26,21938.74,travel
860,50,2021-05-26,20379.90,grants
861,50,2021-05-26,20379.90,grants
862,51,2021-05-26,39064.39,personnel
863,51,2021-05-27,72572.45,equipment
864,54,2021-05-30,16902.11,equipment
865,42,2021-05-31,16094.24,personnel
866,54,2021-06-01,83702.20,travel
867,46,2021-06-03,49668.19,personnel
868,52,2021-06-18,42800.82,training
869,56,2021-06-21,19928.90,consultancy
870,50,2021-06-25,54331.12,travel
871,51,2021-06-28,70805.45,travel
872,52,2021-07-02,64445.97,training
873,54,2021-07-03,43576.36,training
874,52,2021-07-06,34607.99,grants
875,45,2021-07-11,54762.48,personnel
876,42,2021-07-14,58862.50,personnel
877,42,2021-07-14,61160.01,grants
878,45,2021-07-16,56511.23,consultancy
879,51,2021-07-19,66725.77,grants
880,43,2021-07-23,65580.26,equipment
881,33,2021-07-29,16694.61,travel
882,42,2021-07-29,63009.41,personnel
883,48,2021-07-30,41655.92,grants
884,44,2021-07-31,29669.94,training
885,33,2021-08-02,35433.18,consultancy
886,46,2021-08-02,57873.93,personnel
887,55,2021-08-03,45635.36,personnel
888,54,2021-08-04,26680.36,personnel
889,48,2021-08-05,63672.89,grants
890,42,2021-08-08,55256.75,personnel
891,50,2021-08-15,53656.91,consultancy
892,52,2021-08-16,24776.34,training
893,46,2021-08-19,53870.91,consultancy
894,52,2021-08-20,24007.66,personnel
895,54,2021-08-24,30992.72,consultancy
896,54,2021-08-27,20860.69,grants
897,54,2021-08-27,76959.78,personnel
898,43,2021-09-04,63701.36,grants
899,54,2021-09-05,75164.19,equipment
900,50,2021-09-07,31029.48,travel
901,54,2021-09-27,60354.40,training
902,54,2021-09-28,87834.42,training
903,50,2021-10-11,27750.80,grants
904,52,2021-10-16,78735.08,training
905,54,2021-10-16,33340.88,personnel
906,50,2021-10-18,66072.78,grants
907,58,2021-10-19,25317.98,personnel
908,52,2021-10-25,31507.85,personnel
909,42,2021-10-28,21041.96,training
910,50,2021-11-03,36232.26,personnel
911,54,2021-11-07,29348.12,consultancy
912,52,2021-11-10,16683.74,equipment
913,53,2021-11-10,41371.84,equipment
914,52,2021-11-13,28198.37,personnel
915,50,2021-11-19,13122.03,grants
916,50,2021-11-26,56654.11,grants
917,52,2021-11-26,36787.70,personnel
918,46,2021-11-29,10847.57,training
919,44,2021-12-01,39430.62,equipment
920,58,2021-12-04,66886.79,personnel
921,52,2021-12-05,49092.93,equipment
922,52,2021-12-05,49092.93,equipment
923,54,2021-12-05,35032.39,grants
924,53,2021-12-07,43463.89,grants
925,45,2021-12-12,67390.39,consultancy
926,52,2021-12-12,42900.05,grants
927,54,2021-12-12,34158.19,equipment
928,50,2021-12-13,53428.63,grants
929,50,2021-12-17,33925.05,grants
930,52,2021-12-17,38637.09,personnel
931,56,2021-12-17,14814.28,personnel
932,45,2021-12-26,59001.04,grants
933,57,2021-12-27,16490.58,training
934,57,2021-12-27,16490.58,training
935,52,2021-12-28,27990.22,consultancy
936,53,2022-01-10,33763.38,personnel
937,48,2022-01-11,53399.73,personnel
938,54,2022-01-12,78414.36,personnel
939,46,2022-01-13,35043.98,grants
940,54,2022-01-13,74115.70,consultancy
941,50,2022-01-15,36280.03,personnel
942,43,2022-01-16,18616.95,consultancy
943,46,2022-01-17,38269.85,personnel
944,50,2022-01-18,65871.95,personnel
945,50,2022-01-18,65871.95,personnel
946,54,2022-01-19,46119.81,training
947,45,2022-01-22,55638.23,personnel
948,43,2022-01-23,40096.86,training
949,51,2022-01-23,38451.66,consultancy
950,49,2022-01-28,39268.74,equipment
951,52,2022-01-30,16011.10,equipment
952,51,2022-02-09,24546.93,grants
953,48,2022-02-10,20938.02,consultancy
954,49,2022-02-14,21437.06,equipment
955,48,2022-02-19,65794.02,training
956,51,2022-02-19,41525.63,grants
957,50,2022-02-20,43946.60,equipment
958,51,2022-02-23,42812.99,consultancy
959,53,2022-02-24,60644.12,training
960,58,2022-02-26,58204.98,personnel
961,49,2022-03-02,64226.20,personnel
962,52,2022-03-04,21549.39,personnel
963,51,2022-03-05,14120.76,equipment
964,44,2022-03-06,26979.94,consultancy
965,43,2022-03-21,38991.35,personnel
966,48,2022-03-29,46847.07,personnel
967,54,2022-03-31,23616.26,consultancy
968,54,2022-03-31,23616.26,consultancy
969,50,2022-04-02,53614.51,travel
970,58,2022-04-08,65940.06,personnel
971,44,2022-04-09,26545.69,personnel
972,54,2022-04-09,33687.52,equipment
973,60,2022-04-11,40757.44,consultancy
974,52,2022-04-15,41200.10,personnel
975,53,2022-04-19,15527.25,equipment
976,50,2022-04-21,64907.50,personnel
977,48,2022-04-24,25009.31,travel
978,50,2022-04-25,23379.99,travel
979,50,2022-04-26,72019.10,grants
980,53,2022-04-27,26715.78,personnel
981,52,2022-04-28,84554.69,personnel
982,58,2022-05-02,42481.99,consultancy
983,60,2022-05-07,64565.05,personnel
984,56,2022-05-09,17078.27,personnel
985,57,2022-05-19,46104.90,grants
986,54,2022-05-22,27058.89,personnel
987,54,2022-05-23,20745.06,grants
988,58,2022-05-23,59539.71,personnel
989,43,2022-05-25,51235.11,grants
990,52,2022-05-27,48529.39,personnel
991,43,2022-05-29,35095.81,grants
992,56,2022-06-02,16889.94,consultancy
993,51,2022-06-08,74718.37,personnel
994,54,2022-06-12,44838.76,personnel
995,45,2022-06-13,68125.69,consultancy
996,54,2022-06-16,50100.64,personnel
997,52,2022-06-19,77160.40,grants
998,54,2022-06-21,22519.29,personnel
999,54,2022-06-21,85507.60,grants
1000,58,2022-06-24,28216.86,grants
1001,51,2022-06-25,42606.05,equipment
1002,52,2022-06-25,68697.78,travel
1003,55,2022-06-26,34764.07,training
1004,54,2022-06-27,17559.75,travel
1005,53,2022-06-29,37990.37,travel
1006,60,2022-07-02,32804.45,equipment
1007,60,2022-07-06,39983.20,travel
1008,52,2022-07-07,50204.30,personnel
1009,52,2022-07-16,40737.43,personnel
1010,56,2022-07-19,24094.31,equipment
1011,56,2022-07-21,7454.17,grants
1012,52,2022-07-26,61032.81,personnel
1013,52,2022-07-28,68745.66,grants
1014,58,2022-07-28,17339.54,personnel
1015,54,2022-08-02,84626.42,grants
1016,62,2022-08-03,21499.20,grants
1017,61,2022-08-08,14884.79,equipment
1018,45,2022-08-10,30105.43,training
1019,62,2022-08-14,14709.83,consultancy
1020,54,2022-08-22,46025.56,personnel
1021,62,2022-08-22,5293.32,training
1022,58,2022-08-26,12887.44,training
1023,54,2022-08-27,33601.44,equipment
1024,43,2022-08-30,39876.37,grants
1025,56,2022-08-30,9142.84,grants
1026,53,2022-08-31,67412.23,equipment
1027,62,2022-09-03,21068.78,equipment
1028,58,2022-09-09,31763.53,grants
1029,53,2022-09-11,15825.55,training
1030,59,2022-09-12,22821.87,travel
1031,56,2022-09-13,21328.93,personnel
1032,53,2022-09-16,36378.93,consultancy
1033,58,2022-09-16,48740.75,personnel
1034,56,2022-09-18,21924.00,grants
1035,53,2022-09-22,48586.17,personnel
1036,62,2022-10-01,17907.91,personnel
1037,62,2022-10-03,21186.02,equipment
1038,43,2022-10-06,79126.71,consultancy
1039,56,2022-10-12,13886.96,consultancy
1040,61,2022-10-12,26825.82,travel
1041,62,2022-10-17,8214.62,grants
1042,48,2022-10-18,67865.44,personnel
1043,62,2022-10-20,27003.30,training
1044,54,2022-10-21,23180.46,personnel
1045,62,2022-10-27,19998.08,travel
1046,48,2022-11-01,60005.47,travel
1047,58,2022-11-01,36502.06,personnel
1048,60,2022-11-20,29291.22,training
1049,56,2022-11-21,11362.57,consultancy
1050,60,2022-11-28,41740.76,personnel
1051,43,2022-12-05,17975.89,grants
1052,45,2022-12-07,54254.11,travel
1053,62,2022-12-10,6551.38,grants
1054,56,2022-12-17,18293.75,equipment
1055,43,2022-12-22,65139.85,consultancy
1056,45,2022-12-25,16297.37,personnel
1057,54,2023-01-02,90540.58,personnel
1058,63,2023-01-05,43493.25,training
1059,65,2023-01-05,27705.84,travel
1060,64,2023-01-07,36029.88,personnel
1061,54,2023-01-08,19205.76,training
1062,56,2023-01-08,16304.97,consultancy
1063,65,2023-01-09,12585.73,training
1064,54,2023-01-10,72532.82,training
1065,64,2023-01-11,30392.01,travel
1066,54,2023-01-12,87800.65,grants
1067,60,2023-01-14,66094.64,personnel
1068,60,2023-01-18,32387.70,consultancy
1069,54,2023-01-23,61042.59,training
1070,62,2023-01-26,20206.74,training
1071,65,2023-02-01,34001.39,training
1072,59,2023-02-02,50177.09,personnel
1073,60,2023-02-02,34587.53,grants
1074,60,2023-02-03,29696.07,grants
1075,66,2023-02-04,48835.41,grants
1076,66,2023-02-13,61427.11,consultancy
1077,65,2023-02-19,17205.05,grants
1078,59,2023-02-22,80191.76,grants
1079,62,2023-02-25,28427.06,grants
1080,59,2023-02-27,37951.76,equipment
1081,58,2023-03-13,16587.17,grants
1082,54,2023-03-16,89489.84,equipment
1083,61,2023-03-16,21797.46,grants
1084,56,2023-03-17,17329.91,personnel
1085,65,2023-03-18,15056.16,travel
1086,67,2023-03-18,30579.80,equipment
1087,68,2023-03-20,19392.35,grants
1088,68,2023-03-23,30083.83,grants
1089,66,2023-03-24,63221.56,personnel
1090,66,2023-03-25,17709.87,equipment
1091,56,2023-04-02,11381.18,equipment
1092,67,2023-04-03,35778.49,consultancy
1093,65,2023-04-07,12346.34,grants
1094,61,2023-04-08,10631.89,grants
1095,54,2023-04-10,33250.60,grants
1096,58,2023-04-15,30043.71,equipment
1097,66,2023-04-17,31650.36,consultancy
1098,62,2023-04-18,21865.37,grants
1099,66,2023-04-20,24534.70,equipment
1100,59,2023-04-22,55659.54,consultancy
1101,54,2023-04-24,79200.64,consultancy
1102,63,2023-04-26,49021.11,consultancy
1103,69,2023-05-01,16010.00,personnel
1104,64,2023-05-02,31264.14,grants
1105,55,2023-05-04,44611.96,equipment
1106,62,2023-05-06,28487.80,personnel
1107,68,2023-05-09,14239.77,equipment
1108,64,2023-05-11,10443.31,training
1109,58,2023-05-13,45731.13,travel
1110,54,2023-05-15,61985.12,training
1111,63,2023-05-15,13003.08,personnel
1112,64,2023-05-15,30632.08,training
1113,66,2023-05-16,43970.43,travel
1114,62,2023-05-18,28447.97,personnel
1115,65,2023-05-19,26509.48,travel
1116,66,2023-05-26,39086.40,consultancy
1117,58,2023-05-27,66573.30,equipment
1118,69,2023-05-31,17485.35,travel
1119,55,2023-06-02,26511.38,personnel
1120,66,2023-06-05,49208.81,equipment
1121,62,2023-06-07,8559.51,personnel
1122,65,2023-06-08,32906.85,training
1123,67,2023-06-19,20798.74,personnel
1124,69,2023-06-19,19822.24,grants
1125,62,2023-06-21,24103.03,grants
1126,60,2023-06-23,63002.78,travel
1127,55,2023-06-25,9971.93,training
1128,67,2023-06-25,22326.58,grants
1129,60,2023-07-01,26707.31,equipment
1130,62,2023-07-02,29568.89,grants
1131,69,2023-07-04,38400.08,personnel
1132,48,2023-07-05,57978.90,personnel
1133,62,2023-07-13,27911.67,equipment
1134,71,2023-07-15,22002.55,personnel
1135,66,2023-07-16,30138.88,personnel
1136,63,2023-07-19,67049.43,training
1137,57,2023-07-23,52331.01,grants
1138,60,2023-07-23,62040.91,travel
1139,65,2023-07-26,15857.98,personnel
1140,62,2023-07-27,11198.24,equipment
1141,67,2023-07-28,28819.59,grants
1142,62,2023-08-02,20601.52,grants
1143,71,2023-08-04,19946.79,grants
1144,69,2023-08-24,31258.71,equipment
1145,61,2023-08-29,12982.37,travel
1146,70,2023-08-30,27416.59,grants
1147,65,2023-08-31,26429.60,consultancy
1148,72,2023-09-08,28918.43,consultancy
1149,72,2023-09-08,28918.43,consultancy
1150,69,2023-09-09,17279.92,grants
1151,72,2023-09-09,35841.24,training
1152,69,2023-09-10,38238.26,grants
1153,69,2023-09-13,32761.62,grants
1154,69,2023-09-14,28545.10,travel
1155,65,2023-09-17,22796.49,grants
1156,69,2023-09-18,8327.54,grants
1157,65,2023-09-19,26102.66,consultancy
1158,60,2023-09-20,31558.63,personnel
1159,69,2023-09-21,10275.97,equipment
1160,66,2023-09-29,83585.30,travel
1161,71,2023-10-02,33899.57,personnel
1162,69,2023-10-04,14142.47,equipment
1163,73,2023-10-06,18461.53,equipment
1164,72,2023-10-07,22750.44,travel
1165,73,2023-10-09,27703.15,equipment
1166,72,2023-10-11,24983.05,consultancy
1167,72,2023-10-12,38080.99,personnel
1168,69,2023-10-14,32025.34,personnel
1169,56,2023-10-18,18850.24,grants
1170,73,2023-10-20,25969.92,personnel
1171,73,2023-10-24,30900.24,consultancy
1172,60,2023-10-27,38808.23,equipment
1173,73,2023-10-28,27209.63,training
1174,69,2023-10-29,20649.52,grants
1175,71,2023-11-04,8700.30,grants
1176,71,2023-11-08,31275.50,personnel
1177,65,2023-11-10,38182.52,equipment
1178,73,2023-11-10,29079.53,travel
1179,61,2023-11-11,5985.67,travel
1180,65,2023-11-11,11097.48,personnel
1181,66,2023-11-15,90171.90,grants
1182,69,2023-11-15,27086.24,personnel
1183,60,2023-11-20,55854.75,personnel
1184,62,2023-11-20,10072.92,training
1185,66,2023-11-22,50878.06,personnel
1186,55,2023-11-23,42073.89,travel
1187,65,2023-11-25,23977.56,equipment
1188,72,2023-11-27,33179.34,grants
1189,68,2023-11-29,23159.50,travel
1190,69,2023-12-05,29611.44,grants
1191,70,2023-12-05,49346.88,personnel
1192,66,2023-12-06,57903.72,training
1193,69,2023-12-06,33878.12,equipment
1194,69,2023-12-06,21538.30,personnel
1195,55,2023-12-08,35497.51,equipment
1196,67,2023-12-12,24949.02,travel
1197,70,2023-12-14,25154.14,equipment
1198,60,2023-12-15,34782.09,grants
1199,67,2023-12-16,25434.09,personnel
1200,67,2023-12-16,11806.47,personnel
1201,67,2023-12-16,20653.90,grants
1202,73,2023-12-17,15953.12,equipment
1203,64,2023-12-19,22147.08,grants
1204,67,2023-12-20,11403.67,equipment
1205,69,2023-12-27,9065.59,equipment
1206,72,2024-01-07,11318.05,training
1207,69,2024-01-08,10032.20,consultancy
1208,71,2024-01-10,6847.64,travel
1209,69,2024-01-15,26763.94,consultancy
1210,69,2024-01-18,40345.71,equipment
1211,72,2024-01-24,27224.40,personnel
1212,68,2024-01-25,37291.94,travel
1213,71,2024-01-25,9975.68,grants
1214,73,2024-01-27,13911.29,grants
1215,72,2024-01-28,36802.66,equipment
1216,65,2024-01-29,10224.82,consultancy
1217,65,2024-02-06,38662.14,personnel
1218,75,2024-02-06,28096.67,travel
1219,69,2024-02-08,36055.71,personnel
1220,69,2024-02-08,28695.48,grants
1221,62,2024-02-09,14387.03,personnel
1222,75,2024-02-11,21850.74,equipment
1223,75,2024-02-13,37906.63,equipment
1224,72,2024-02-16,28420.70,equipment
1225,75,2024-02-18,25262.51,travel
1226,74,2024-02-27,39119.62,grants
1227,69,2024-03-01,29967.77,travel
1228,69,2024-03-09,20377.56,personnel
1229,69,2024-03-09,20377.56,personnel
1230,70,2024-03-09,16829.71,consultancy
1231,74,2024-03-09,47267.17,consultancy
1232,76,2024-03-09,7992.35,personnel
1233,70,2024-03-11,82817.85,personnel
1234,72,2024-03-11,36018.04,personnel
1235,62,2024-03-12,18677.91,grants
1236,72,2024-03-12,16206.96,grants
1237,62,2024-03-14,15146.29,consultancy
1238,67,2024-03-14,12040.63,equipment
1239,75,2024-03-14,14687.36,consultancy
1240,72,2024-03-23,31368.33,grants
1241,72,2024-03-24,9289.85,training
1242,72,2024-03-25,34641.83,consultancy
1243,61,2024-03-26,6112.01,grants
1244,72,2024-03-26,20735.59,consultancy
1245,75,2024-03-28,16322.22,personnel
1246,67,2024-03-30,25370.78,consultancy
1247,72,2024-03-31,15103.53,travel
1248,75,2024-03-31,43395.95,personnel
1249,75,2024-04-02,26754.04,equipment
1250,75,2024-04-04,40110.90,travel
1251,65,2024-04-05,8701.93,grants
1252,70,2024-04-05,67933.24,personnel
1253,72,2024-04-05,12868.70,grants
1254,71,2024-04-07,13882.25,grants
1255,70,2024-04-08,35916.48,training
1256,75,2024-04-08,12112.49,grants
1257,57,2024-04-11,29558.60,personnel
1258,69,2024-04-12,16803.66,travel
1259,75,2024-04-14,16408.84,grants
1260,65,2024-04-15,24417.04,consultancy
1261,76,2024-04-15,8700.88,travel
1262,57,2024-04-17,23138.03,travel
1263,72,2024-04-20,21673.48,grants
1264,77,2024-04-22,20817.44,training
1265,57,2024-04-23,44014.88,consultancy
1266,69,2024-04-30,24420.03,grants
1267,78,2024-05-03,41712.15,consultancy
1268,75,2024-05-05,44971.62,personnel
1269,75,2024-05-07,36047.79,consultancy
1270,78,2024-05-08,35397.60,consultancy
1271,63,2024-05-11,27945.82,grants
1272,69,2024-05-11,13371.83,equipment
1273,73,2024-05-11,13935.81,personnel
1274,73,2024-05-11,13935.81,personnel
1275,62,2024-05-12,23420.97,personnel
1276,69,2024-05-18,27981.50,consultancy
1277,75,2024-05-18,51865.73,equipment
1278,77,2024-05-20,12949.94,equipment
1279,78,2024-05-20,36965.59,equipment
1280,74,2024-05-22,36170.29,travel
1281,78,2024-05-22,25903.15,training
1282,78,2024-05-24,37212.89,personnel
1283,65,2024-05-28,24908.87,training
1284,63,2024-05-30,38082.08,equipment
1285,67,2024-05-31,31719.21,training
1286,71,2024-06-01,22923.23,personnel
1287,80,2024-06-02,13008.13,consultancy
1288,80,2024-06-03,6178.78,equipment
1289,65,2024-06-04,30287.32,consultancy
1290,71,2024-06-04,37528.57,travel
1291,80,2024-06-04,18731.65,training
1292,79,2024-06-05,23524.50,equipment
1293,78,2024-06-07,33907.66,equipment
1294,71,2024-06-08,31072.96,equipment
1295,78,2024-06-08,51831.50,personnel
1296,79,2024-06-09,25007.08,equipment
1297,75,2024-06-11,9874.43,personnel
1298,78,2024-06-11,17149.11,equipment
1299,78,2024-06-11,17149.11,equipment
1300,77,2024-06-14,15660.65,personnel
1301,60,2024-06-17,17183.64,personnel
1302,69,2024-06-17,21200.96,personnel
1303,80,2024-06-18,21803.48,personnel
1304,62,2024-06-20,9693.84,personnel
1305,76,2024-06-20,9584.93,travel
1306,75,2024-06-21,17531.45,equipment
1307,80,2024-06-23,22472.88,consultancy
1308,77,2024-06-24,38910.54,training
1309,72,2024-06-25,10940.26,consultancy
1310,74,2024-06-26,26921.27,consultancy
1311,55,2024-06-28,19432.76,personnel
1312,60,2024-06-28,26623.11,travel
1313,69,2024-06-28,14564.69,equipment
1314,73,2024-06-30,15693.89,grants
1315,79,2024-06-30,42067.65,training
1316,74,2024-07-01,21973.82,personnel
1317,74,2024-07-03,46534.16,equipment
1318,57,2024-07-05,54241.91,travel
1319,72,2024-07-05,22743.35,personnel
1320,77,2024-07-06,27231.76,personnel
1321,70,2024-07-07,27818.83,travel
1322,77,2024-07-08,13457.98,travel
1323,79,2024-07-09,47727.37,grants
1324,79,2024-07-09,26411.58,personnel
1325,67,2024-07-10,18410.62,consultancy
1326,72,2024-07-10,38830.30,consultancy
1327,80,2024-07-11,15179.14,equipment
1328,80,2024-07-12,14671.10,personnel
1329,75,2024-07-14,45034.03,consultancy
1330,60,2024-07-15,56045.89,personnel
1331,71,2024-07-15,33542.55,grants
1332,80,2024-07-15,10410.11,grants
1333,76,2024-07-16,15420.46,grants
1334,73,2024-07-17,13477.50,equipment
1335,78,2024-07-17,43374.70,consultancy
1336,79,2024-07-17,34325.52,consultancy
1337,79,2024-07-17,41100.79,personnel
1338,80,2024-07-17,8608.92,training
1339,60,2024-07-18,71724.45,travel
1340,69,2024-07-18,22522.53,grants
1341,70,2024-07-19,34631.86,equipment
1342,68,2024-07-20,34964.31,consultancy
1343,72,2024-07-20,30294.51,consultancy
1344,75,2024-07-20,16151.26,grants
1345,80,2024-07-20,16266.90,travel
1346,55,2024-07-24,23458.85,grants
1347,71,2024-07-24,23345.80,travel
1348,79,2024-07-24,25232.43,grants
1349,72,2024-07-27,14452.57,personnel
1350,79,2024-07-27,29614.10,personnel
1351,80,2024-07-31,14375.20,grants
1352,75,2024-08-03,47366.12,personnel
1353,75,2024-08-04,11315.89,consultancy
1354,80,2024-08-04,25275.62,travel
1355,76,2024-08-06,26114.56,consultancy
1356,79,2024-08-07,45931.49,travel
1357,80,2024-08-09,16237.43,grants
1358,75,2024-08-12,41811.88,personnel
1359,73,2024-08-15,21256.31,equipment
1360,75,2024-08-15,33817.92,consultancy
1361,79,2024-08-15,28662.57,personnel
1362,80,2024-08-15,10575.81,personnel
1363,75,2024-08-16,49636.60,travel
1364,72,2024-08-17,36242.31,consultancy
1365,79,2024-08-17,17387.94,consultancy
1366,80,2024-08-17,16447.25,consultancy
1367,62,2024-08-18,5861.66,equipment
1368,70,2024-08-19,39502.79,personnel
1369,79,2024-08-19,27375.80,grants
1370,56,2024-08-20,19766.38,grants
1371,72,2024-08-21,17427.91,equipment
1372,75,2024-08-22,53616.73,personnel
1373,75,2024-08-22,50833.81,travel
1374,79,2024-08-22,9941.40,grants
1375,80,2024-08-23,17667.60,training
1376,80,2024-08-23,26061.78,grants
1377,71,2024-08-24,11242.41,personnel
1378,80,2024-08-24,17921.30,personnel
1379,80,2024-08-26,5885.66,consultancy
1380,60,2024-08-28,30244.66,consultancy
1381,65,2024-08-29,27899.56,personnel
1382,68,2024-08-29,23638.57,travel
1383,69,2024-08-29,18314.64,personnel
1384,71,2024-08-30,14581.79,grants
1385,60,2024-09-01,14921.20,consultancy
1386,62,2024-09-01,9274.00,consultancy
1387,65,2024-09-01,31113.82,personnel
1388,72,2024-09-02,24673.33,grants
1389,77,2024-09-03,22041.31,travel
1390,78,2024-09-04,49299.90,grants
1391,79,2024-09-06,28767.34,travel
1392,64,2024-09-07,37287.40,consultancy
1393,76,2024-09-08,28743.80,travel
1394,80,2024-09-08,24227.44,grants
1395,69,2024-09-09,7775.58,personnel
1396,69,2024-09-09,7775.58,personnel
1397,73,2024-09-10,20426.72,personnel
1398,75,2024-09-10,15532.54,grants
1399,65,2024-09-11,16864.05,training
1400,74,2024-09-12,25265.13,personnel
